exchange|confidence_score|al_symbol|sh_symbol|primary_listing|name|sic_sector|figi|scalemarketcap|tradable|sic_description|earnings_announcement|type|symbol|composite_symbol|cik|margin_requirement_long|cusips|share_class_figi|currency|weighted_shares_outstanding|scalerevenue|halt_reason|homepage_url|isin|lot|fama_sector|short_sale_restricted|margin_requirement_short|sic_code|description|industry|sic_industry|status|location|sector|shortable|easy_to_borrow|country|share_class_shares_outstanding|locale|fama_industry|maintenance_margin_requirement|branding|composite_figi|marginable|shares_outstanding|market_capital|null_count
XNYS|7.0||TRTX-PC|False|TPG RE Finance Trust Inc|Finance Insurance And Real Estate|BBG011BZW812|||REAL ESTATE INVESTMENT TRUSTS|2025-10-27T10:59:00.000+0000|PRF|TRTXpC|TRTXpC:US|0001630472||87266M206||USD||||https://www.tpgrefinance.com||||||6798|TPG RE Finance Trust Inc is a commercial real estate finance company. It originates, acquires, and manages commercial mortgage loans and other commercial real estate-related debt instruments consisting of first mortgage loans and senior participation interests in first mortgage loans secured by institutional-quality properties in primary and select secondary markets in the United States. The company's objective is to provide attractive risk-adjusted returns to its stockholders over time through cash distributions and capital appreciation. It focuses on directly originating and selectively acquiring floating rate first mortgage loans that are secured by high quality commercial real estate properties undergoing some form of transition and value creation.|REIT - Mortgage|Real Estate Investment Trusts|Normal|C/O TPG CAPITAL, L.P., 345 CALIFORNIA STREET, SUITE 3300, SAN FRANCISCO, CA, 94104|Real Estate|||USA|8050000.0|us|Trading||/dHBncmVmaW5hbmNlLmNvbQ/images/2025-04-04_logo.svg|||40014515.0|1430348920.0|18
XNYS|7.0||AHH-PA|False|Armada Hoffler Properties Inc|Finance Insurance And Real Estate|BBG00PF3RDH5|||REAL ESTATE|2025-11-03T10:59:00.000+0000|PRF|AHHpA|AHHpA:US|0001569187||04208T207||USD||||https://www.armadahoffler.com||||||6500|Armada Hoffler Properties Inc is a real estate company. It engages in developing, building, owning and managing the high-quality, institutional-grade office, retail, and multifamily properties in various markets throughout the Mid-Atlantic and Southeastern United States. It lease its properties under operating leases and recognize base rents. It also recognize revenue from tenant recoveries, through which tenants reimburses the company for expenses paid by them such as utilities, janitorial, repairs and maintenance. The company's operating segment includes office real estate, retail real estate, multifamily residential real estate, and general contracting, real estate financing and real estate services. It generates maximum revenue from the retail real estate segment.|REIT - Diversified|Real Estate|Normal|222 CENTRAL PARK AVENUE, SUITE 2100, VIRGINIA BEACH, VA, 23462|Real Estate|||USA|3243418.0|us|Real Estate||/YXJtYWRhaG9mZmxlci5jb20/images/2025-04-04_logo.png|||27107566.0|749431875.0|18
XNYS|7.0||AHT-PH|True|Ashford Hospitality Trust Inc|Finance Insurance And Real Estate|BBG00HG0W7D9|||REAL ESTATE INVESTMENT TRUSTS|2025-11-04T12:00:00.000+0000|PRF|AHTpH|AHTpH:US|0001232582||044103802||USD||||https://www.ahtreit.com|US0441037944|||||6798|Ashford Hospitality Trust Inc. is a real estate investment trust that invests in full-service upscale and upper-upscale hotel properties in the U.S. The company owns and operates its assets through its operating partnership, Ashford Hospitality Limited Partnership. All of its hotels are located across the U.S. and operate under the Marriott, Hilton, Hyatt, Crowne Plaza, and Sheraton brands. Ashford's sole segment is Direct Hotel Investments, through which it owns hotels by acquisition or development. Ashford also provides real estate investment services, such as mezzanine financing, first mortgage financing, and sales-leaseback transactions. Its revenue streams include Room revenue, Food and beverage revenue, and Other revenue. Room revenue accounts for the majority of total revenue.|REIT - Hotel & Motel|Real Estate Investment Trusts|Normal|14185 DALLAS PARKWAY SUITE 1100, DALLAS, TX, 75254|Real Estate|||USA|1037956.0|us|Trading|||||2557133.0|39136921.0|18
XNYS|7.0||VNO-PL|True|Vornado Realty Trust|Finance Insurance And Real Estate|BBG003TY1JG7|||REAL ESTATE INVESTMENT TRUSTS|2025-11-03T12:00:00.000+0000|PRF|VNOpL|VNOpL:US|0000899689||929042844||USD||||https://www.vno.com||||||6798|Vornado owns and has an ownership interest in Class A office and retail properties highly concentrated in Manhattan, with additional properties in San Francisco and Chicago. It operates as a real estate investment trust.|REIT - Office|Real Estate Investment Trusts|Normal|888 SEVENTH AVE, NEW YORK, NY, 10019|Real Estate|||USA|12000000.0|us|Trading||/dm5vLmNvbQ/images/2025-04-04_logo.svg|||398811708.0|7278313671.0|18
XNYS|7.0||C-PN|True|Citigroup Capital XIII|Finance Insurance And Real Estate|BBG0016YYTS5|||NATIONAL COMMERCIAL BANKS|2020-03-31T00:00:00.000+0000|PFS|CpN|CpN:US|0000831001||173080201||USD||||https://www.citigroup.com|US1730802014|||||6021|Citigroup Capital XIII is a statutory trust. It is engaged in issuing preferred securities in connection with the issuance of junior subordinated debt securities under indenture, junior subordinated debt indentures or junior subordinated debt indentures.|Banks - Diversified|National Commercial Banks|Normal|388 GREENWICH STREET, NEW YORK, NY, 10013|Financial Services|||USA||us|Banking||/Y2l0aWdyb3VwLmNvbQ/images/2025-04-04_logo.svg|||0.0|0.0|18
XNYS|7.0||ASB-PE|False|Associated Banc-Corp.|Finance Insurance And Real Estate|BBG00M0X4539|||STATE COMMERCIAL BANKS|2025-10-16T12:00:00.000+0000|PRF|ASBpE|ASBpE:US|0000007789||045487204||USD||||https://www.associatedbank.com|US0454872047|||||6022|Associated Banc-Corp is a bank holding company. The company through its subsidiaries provides a broad array of banking and nonbanking products and services to individuals and businesses. The company operates in three reportable segments; Corporate and Commercial Specialty; Community, Consumer, and Business; and Risk Management and Shared Services. The majority of its revenue is derived from the Corporate and Commercial Specialty and Community, Consumer, and Business segments.|Banks - Regional|State Commercial Banks|Normal|433 MAIN STREET, GREEN BAY, WI, 54301|Financial Services|||USA||us|Banking||/YXNzb2NpYXRlZGJhbmsuY29t/images/2025-04-04_logo.png|||165848000.0|3633729680.0|18
XNYS|7.0||PEB-PE|False|Pebblebrook Hotel Trust|Finance Insurance And Real Estate|BBG00MQ96JB3|||REAL ESTATE INVESTMENT TRUSTS|2025-10-23T12:00:00.000+0000|PRF|PEBpE|PEBpE:US|0001474098||70509V605||USD||||https://www.pebblebrookhotels.com|US70509V6056|||||6798|Pebblebrook Hotel Trust currently owns upper upscale and luxury hotels with 11,933 rooms across 46 hotels in the United States. Pebblebrook acquired LaSalle Hotel Properties, which owned 10,451 rooms across 41 US hotels, in November 2018, though management has sold many of those hotels over the past few years. Pebblebrook's portfolio consists mostly of independent hotels with no brand affiliations, though the combined company does own and operate some hotels under Marriott, Starwood, InterContinental, Hilton, and Hyatt brands.|REIT - Hotel & Motel|Real Estate Investment Trusts|Normal|4747 BETHESDA AVENUE, SUITE 1100, BETHESDA, MD, 20814|Real Estate|||USA||us|Trading||/cGViYmxlYnJvb2tob3RlbHMuY29t/images/2025-04-04_logo.svg|||60272192.0|1199416621.0|18
XNYS|7.0||JPM-PD|False|JPMorgan Chase & Co.|Finance Insurance And Real Estate|BBG00M0GF179|||NATIONAL COMMERCIAL BANKS|2025-10-14T10:45:00.000+0000|PRF|JPMpD|JPMpD:US|0000019617||48128B655||USD||||https://www.jpmorganchase.com|US46625H1005|||||6021|JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|Banks - Diversified|National Commercial Banks|Normal|383 MADISON AVENUE, NEW YORK, NY, 10017|Financial Services|||USA||us|Banking||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|||32187184854.0|801460902865.0|18
XNYS|7.0||JPM-PJ|False|JPMorgan Chase & Co.|Finance Insurance And Real Estate|BBG00QRCH846|||NATIONAL COMMERCIAL BANKS|2025-10-14T10:45:00.000+0000|PRF|JPMpJ|JPMpJ:US|0000019617||48128B622||USD||||https://www.jpmorganchase.com|US46625H1005|||||6021|JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|Banks - Diversified|National Commercial Banks|Normal|383 MADISON AVENUE, NEW YORK, NY, 10017|Financial Services|||USA||us|Banking||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|||2749750000.0|56504062800.0|18
XNYS|7.0||GPMT-PA|False|Granite Point Mortgage Trust Inc|Finance Insurance And Real Estate|BBG013Q210X1|||REAL ESTATE INVESTMENT TRUSTS|2025-11-04T21:00:00.000+0000|PRF|GPMTpA|GPMTpA:US|0001703644||38741L305||USD||||https://www.gpmtreit.com|US38741L1070|||||6798|Granite Point Mortgage Trust Inc focuses on directly originating, investing in, and managing senior floating rate commercial mortgage loans and other debt and debt-like commercial real estate investments. The company constructs its investment portfolio on a loan-by-loan basis, emphasizing rigorous credit underwriting, selectivity, and diversification, and assesses each investment from a fundamental value perspective relative to other opportunities available in the market. It typically provides intermediate-term bridge or transitional financing for a variety of purposes, including acquisitions, recapitalizations, refinancing, and a range of business plans, including lease-up, renovation, repositioning and repurposing of the property.|REIT - Mortgage|Real Estate Investment Trusts|Normal|3 BRYANT PARK, SUITE 2400A, NEW YORK, NY, 10036|Real Estate|||USA||us|Trading||/Z3BtdHJlaXQuY29t/images/2025-04-04_logo.svg|||6886071.0|961160460.0|18
XNYS|7.0||GLOP-PC|False|Gaslog Partners LP|Transportation Communications Electric Gas And Sanitary Service|BBG00MH9Q8M3||||2025-08-25T12:00:00.000+0000|PRF|GLOPpC|GLOPpC:US|0001598655||Y2687W132||USD||||https://www.gaslogmlp.com|MHY2687W1324|||||4400.0|GasLog Partners LP is a limited partnership that is predominantly engaged in the ownership, operation, and acquisition of LNG (liquefied natural gas), carriers engaged in LNG transportation under long-term charters. The company's fleet consists of ten wholly owned LNG carriers, seven vessels with modern TFDE propulsion technology and three Steam vessels. GasLog operates its business through a single segment.|Oil & Gas Midstream|Water Transportation|Normal|United Kingdom|Energy|||USA|4000000.0|us|Transportation||/Z2FzbG9nbWxwLmNvbQ/images/2025-04-04_logo.svg|||16036601.0|420798807.0|18
XNYS|7.0||RLJ-PA|True|RLJ Lodging Trust|Finance Insurance And Real Estate|BBG00HLJLDS5|||REAL ESTATE INVESTMENT TRUSTS|2025-10-29T12:00:00.000+0000|PRF|RLJpA|RLJpA:US|0001511337||74965L200||USD||||https://www.rljlodgingtrust.com|US74965L2007|||||6798|RLJ Lodging Trust is a real estate investment trust focused on premium-branded, rooms-oriented, high-margin, focused-service, and compact full-service hotels located within the heart of demand locations. Its hotels are geographically diverse and concentrated in urban markets providing multiple demand generators from business, leisure, and other travelers. Its hotels are under the Marriott, Hilton, and Hyatt brand names. The Hotel is a single reportable segment. Its hotel segment revenues are derived from the operation of hotel properties which includes room revenue by renting hotel rooms, food and beverage revenue from the sale of food and beverages, and other revenue from parking fees, resort fees, gift shop sales, and other guest service fees.|REIT - Hotel & Motel|Real Estate Investment Trusts|Normal|7373 WISCONSIN AVE, SUITE 1500, BETHESDA, MD, 20814|Real Estate|||USA||us|Trading||/cmxqbG9kZ2luZ3RydXN0LmNvbQ/images/2025-04-04_logo.svg|||45435809.0|1118401973.0|18
XNYS|7.0||JPM-PM|False|JPMorgan Chase & Co.|Finance Insurance And Real Estate|BBG011XMPST1|||NATIONAL COMMERCIAL BANKS|2025-10-14T10:45:00.000+0000|PRF|JPMpM|JPMpM:US|0000019617||48128B523||USD||||https://www.jpmorganchase.com|US46625H1005|||||6021|JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|Banks - Diversified|National Commercial Banks|Normal|383 MADISON AVENUE, NEW YORK, NY, 10017|Financial Services|||USA||us|Banking||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|||2749750000.0|50925370000.0|18
XNYS|7.0||PEB-PG|False|Pebblebrook Hotel Trust|Finance Insurance And Real Estate|BBG010VX40K4|||REAL ESTATE INVESTMENT TRUSTS|2025-10-23T12:00:00.000+0000|PRF|PEBpG|PEBpG:US|0001474098||70509V803||USD||||https://www.pebblebrookhotels.com|US70509V8037|||||6798|Pebblebrook Hotel Trust currently owns upper upscale and luxury hotels with 11,933 rooms across 46 hotels in the United States. Pebblebrook acquired LaSalle Hotel Properties, which owned 10,451 rooms across 41 US hotels, in November 2018, though management has sold many of those hotels over the past few years. Pebblebrook's portfolio consists mostly of independent hotels with no brand affiliations, though the combined company does own and operate some hotels under Marriott, Starwood, InterContinental, Hilton, and Hyatt brands.|REIT - Hotel & Motel|Real Estate Investment Trusts|Normal|4747 BETHESDA AVENUE, SUITE 1100, BETHESDA, MD, 20814|Real Estate|||USA||us|Trading||/cGViYmxlYnJvb2tob3RlbHMuY29t/images/2025-04-04_logo.svg|||63599345.0|2359622600.0|18
XNYS|7.0||VNO-PM|True|Vornado Realty Trust|Finance Insurance And Real Estate|BBG00JF0SJ27|||REAL ESTATE INVESTMENT TRUSTS|2025-11-03T12:00:00.000+0000|PRF|VNOpM|VNOpM:US|0000899689||929042828||USD||||https://www.vno.com||||||6798|Vornado owns and has an ownership interest in Class A office and retail properties highly concentrated in Manhattan, with additional properties in San Francisco and Chicago. It operates as a real estate investment trust.|REIT - Office|Real Estate Investment Trusts|Normal|888 SEVENTH AVE, NEW YORK, NY, 10019|Real Estate|||USA|12780000.0|us|Trading||/dm5vLmNvbQ/images/2025-04-04_logo.svg|||406609062.0|7209178669.0|18
XNYS|7.0||GLOP-PA|True|Gaslog Partners LP|Transportation Communications Electric Gas And Sanitary Service|BBG00GNR1301||||2025-08-26T12:00:00.000+0000|PRF|GLOPpA|GLOPpA:US|0001598655||Y2687W116||USD||||https://www.gaslogmlp.com|MHY2687W1167|||||4400.0|GasLog Partners LP is a limited partnership that is predominantly engaged in the ownership, operation, and acquisition of LNG (liquefied natural gas), carriers engaged in LNG transportation under long-term charters. The company's fleet consists of ten wholly owned LNG carriers, seven vessels with modern TFDE propulsion technology and three Steam vessels. GasLog operates its business through a single segment.|Oil & Gas Midstream|Water Transportation|Normal|United Kingdom|Energy|||USA|5750000.0|us|Transportation||/Z2FzbG9nbWxwLmNvbQ/images/2025-04-04_logo.svg|||16036601.0|415187600.0|18
XNYS|7.0||GLOP-PB|True|Gaslog Partners LP|Transportation Communications Electric Gas And Sanitary Service|BBG00JQ5S294||||2025-08-26T12:00:00.000+0000|PRF|GLOPpB|GLOPpB:US|0001598655||Y2687W124||USD||||https://www.gaslogmlp.com|MHY2687W1241|||||4400.0|GasLog Partners LP is a limited partnership that is predominantly engaged in the ownership, operation, and acquisition of LNG (liquefied natural gas), carriers engaged in LNG transportation under long-term charters. The company's fleet consists of ten wholly owned LNG carriers, seven vessels with modern TFDE propulsion technology and three Steam vessels. GasLog operates its business through a single segment.|Oil & Gas Midstream|Water Transportation|Normal|United Kingdom|Energy|||USA|4600000.0|us|Transportation||/Z2FzbG9nbWxwLmNvbQ/images/2025-04-04_logo.svg|||16036601.0|424408645.0|18
XNYS|7.0||MS-PA|True|Morgan Stanley|Finance Insurance And Real Estate|BBG000009721|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpA|MSpA:US|0000895421||61747S504||USD||||https://www.morganstanley.com||||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA|40000000.0|us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||10686609444.0|237593129257.0|18
XNYS|7.0||MS-PF|True|Morgan Stanley|Finance Insurance And Real Estate|BBG005P0KPR3|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpF|MSpF:US|0000895421||61763E207||USD||||https://www.morganstanley.com||||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA|34000.0|us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||9321262726.0|237319349004.0|18
XNYS|7.0||MS-PK|True|Morgan Stanley|Finance Insurance And Real Estate|BBG00FVMPG82|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpK|MSpK:US|0000895421||61762V606||USD||||https://www.morganstanley.com|US61762V6065|||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA||us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||9779210335.0|241253118964.0|18
XNYS|7.0||MS-PL|False|Morgan Stanley|Finance Insurance And Real Estate|BBG00QX7XKW4|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-15T11:30:00.000+0000|PRF|MSpL|MSpL:US|0000895421||61762V804||USD||||https://www.morganstanley.com|US61762V8046|||||6211|Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|1585 BROADWAY, NEW YORK, NY, 10036|Financial Services|||USA||us|Trading||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|||1596340000.0|32948457600.0|18
XNYS|7.0||RJF-PB|False|Raymond James Financial, Inc.|Finance Insurance And Real Estate|BBG017WSGSN2|||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|2025-10-28T12:00:00.000+0000|PRF|RJFpB|RJFpB:US|0000720005||754730406||USD||||https://www.raymondjames.com|US7547304060|||||6211|Raymond James Financial is a diversified financial services firm that provides wealth management, investment banking, asset management, and capital markets services to individuals, corporations, and municipalities. The firm maintains an extensive catalogue of products and services across its business lines. However, the wealth management franchise generates the bulk of its revenues and earnings through a vast network of nearly 8,800 independent and employee-affiliated advisors, who collectively manage over $1.5 trillion in client assets as of fiscal year-end 2024. While Raymond James maintains a global footprint, the company derives over 90% of its revenue, and an even larger percentage of its operating income, from the United States.|Capital Markets|Security Brokers Dealers & Flotation Companies|Normal|880 CARILLON PKWY, ST PETERSBURG, FL, 33716|Financial Services|||USA||us|Trading||/cmF5bW9uZGphbWVzLmNvbQ/images/2025-04-04_logo.svg|||199384000.0|5048402880.0|18
XNYS|7.0||BAC-PB|True|Bank Of America Corp.|Finance Insurance And Real Estate|BBG00KVSPD67|||NATIONAL COMMERCIAL BANKS|2025-10-15T10:45:00.000+0000|PRF|BACpB|BACpB:US|0000070858||060505229||USD||||https://www.bankofamerica.com|US06055H6080|||||6021|Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|Banks - Diversified|National Commercial Banks|Normal|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Financial Services|||USA||us|Banking||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|||13968231587.0|353116894519.0|18
XNYS|7.0||BAC-PL|True|Bank Of America Corp.|Finance Insurance And Real Estate|BBG000004TB8|||NATIONAL COMMERCIAL BANKS|2025-10-15T10:45:00.000+0000|PRF|BACpL|BACpL:US|0000070858||060505682||USD||||https://www.bankofamerica.com||||||6021|Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|Banks - Diversified|National Commercial Banks|Normal|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Financial Services|||USA|3080000.0|us|Banking||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|||385191718.0|479563688910.0|18
XNYS|7.0||BAC-PM|False|Bank Of America Corp.|Finance Insurance And Real Estate|BBG00PGLTWW3|||NATIONAL COMMERCIAL BANKS|2025-10-15T10:45:00.000+0000|PRF|BACpM|BACpM:US|0000070858||06053U601||USD||||https://www.bankofamerica.com||||||6021|Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|Banks - Diversified|National Commercial Banks|Normal|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Financial Services|||USA|53000000.0|us|Banking||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|||7406950000.0|169471016000.0|18
XNYS|7.0||BAC-PN|False|Bank Of America Corp.|Finance Insurance And Real Estate|BBG00Q73VX01|||NATIONAL COMMERCIAL BANKS|2025-10-15T10:45:00.000+0000|PRF|BACpN|BACpN:US|0000070858||06055H202||USD||||https://www.bankofamerica.com||||||6021|Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|Banks - Diversified|National Commercial Banks|Normal|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|Financial Services|||USA|52400000.0|us|Banking||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|||7406950000.0|156781429260.0|18
XNYS|7.0||JPM-PK|False|JPMorgan Chase & Co.|Finance Insurance And Real Estate|BBG00ZLH70C0|||NATIONAL COMMERCIAL BANKS|2025-10-14T10:45:00.000+0000|PRF|JPMpK|JPMpK:US|0000019617||48128B580||USD||||https://www.jpmorganchase.com|US46625H1005|||||6021|JPMorgan Chase is one of the largest and most complex financial institutions in the United States, with nearly $4 trillion in assets. It is organized into four major segments: consumer and community banking, corporate and investment banking, commercial banking, and asset and wealth management. JPMorgan operates, and is subject to regulation, in multiple countries.|Banks - Diversified|National Commercial Banks|Normal|383 MADISON AVENUE, NEW YORK, NY, 10017|Financial Services|||USA||us|Banking||/anBtb3JnYW5jaGFzZS5jb20/images/2025-04-04_logo.svg|||2749750000.0|54307562500.0|18
XNYS|7.0||WBS-PF|True|Webster Financial Corp.|Finance Insurance And Real Estate|BBG00JF60962|||NATIONAL COMMERCIAL BANKS|2025-10-16T12:00:00.000+0000|PRF|WBSpF|WBSpF:US|0000801337||947890505||USD||||https://www.websterbank.com||||||6021|Webster Financial Corp is a full-service provider of financial services, offering commercial and consumer banking, mortgages, and investment advisory along with trust and wealth management services in Connecticut, New York, Rhode Island, Massachusetts, and Pennsylvania. The company's segment includes Commercial Banking, HSA Bank, and Consumer Banking. It generates maximum revenue from the Commercial Banking segment.|Banks - Regional|National Commercial Banks|Normal|200 ELM STREET, STAMFORD, CT, 06902|Financial Services|||USA|6000000.0|us|Banking||/d2Vic3RlcmJhbmsuY29t/images/2025-04-04_logo.svg|||166189000.0|3432849841.0|18
XNYS|7.0||WBS-PG|False|Webster Financial Corp.|Finance Insurance And Real Estate|BBG014YX2N98|||NATIONAL COMMERCIAL BANKS|2025-10-16T12:00:00.000+0000|PRF|WBSpG|WBSpG:US|0000801337||947890703||USD||||https://www.websterbank.com|US9478907036|||||6021|Webster Financial Corp is a full-service provider of financial services, offering commercial and consumer banking, mortgages, and investment advisory along with trust and wealth management services in Connecticut, New York, Rhode Island, Massachusetts, and Pennsylvania. The company's segment includes Commercial Banking, HSA Bank, and Consumer Banking. It generates maximum revenue from the Commercial Banking segment.|Banks - Regional|National Commercial Banks|Normal|200 ELM STREET, STAMFORD, CT, 06902|Financial Services|||USA||us|Banking||/d2Vic3RlcmJhbmsuY29t/images/2025-04-04_logo.svg|||166189000.0|4086271751.0|18
XNYS|7.0||MTB-PH|False|M & T Bank Corp|Finance Insurance And Real Estate|BBG016JM9621|||STATE COMMERCIAL BANKS|2025-10-16T13:30:00.000+0000|PRF|MTBpH|MTBpH:US|0000036270||55261F872||USD||||https://www3.mtb.com|US55261F1049|||||6022|M&T Bank is one of the largest regional banks in the United States, with branches in New York, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, Massachusetts, New Hampshire, Vermont, Maine, Connecticut, and New Jersey. The bank was founded to serve manufacturing and trading businesses around the Erie Canal and is primarily focused on commercial real estate and commercial-related lending, with some retail operations also present.|Banks - Regional|State Commercial Banks|Normal|C/O LEGAL, ONE M&T PLAZA, BUFFALO, NY, 14203|Financial Services|||USA||us|Banking||/d3d3My5tdGIuY29t/images/2025-04-04_logo.svg|||156269000.0|3936416110.0|18
