Symbol,Reserved1,PrimaryListingMarketParticipantID,PrimaryListingMarketPreviousClosingPrice,ConsolidatedClosingPrice,RoundLotSize,Reserved2,LULDTier,LULDLeverageRatio,Test,IPO,FinancialStatusIndicator,ShortSaleRestrictionIndicator,HaltReason,InstrumentType,Reserved3,Reserved4,Reserved5
CSD,,P,92.05,92.05,100,,2,1,0,0,0, , ,0,,,
CSHI,,P,49.68,49.68,100,,1,1,0,0,0, , ,0,,,
CSHP,,P,99.815,99.815,100,,2,1,0,0,0, , ,0,,,
CSL,,N,390.32,390.32,100,,1,1,0,0,0, , ,0,,,
CSMD,,P,32.86,32.86,100,,2,1,0,0,0, , ,0,,,
CSM,,Z,74.4539,74.4539,100,,2,1,0,0,0, , ,0,,,
CSNR,,P,28.05,28.05,100,,2,1,0,0,0, , ,0,,,
CSPF,,P,25.662,25.662,100,,2,1,0,0,0, , ,0,,,
CSRE,,P,26.13,26.13,100,,2,1,0,0,0, , ,0,,,
CSR,,N,58.2,58.2,100,,2,1,0,0,0, , ,0,,,
CSTK,,Z,28.1268,28.1268,100,,1,1,0,0,0, , ,0,,,
CSTM,,N,14.6,14.6,100,,2,1,0,0,0, , ,0,,,
CSV,,N,44.5,44.5,100,,2,1,0,0,0, , ,0,,,
CSW,,N,270.02,270.02,100,,2,1,0,0,0, , ,0,,,
CTA,,P,27.79,27.79,100,,1,1,0,0,0, , ,0,,,
CTApA,,N,56,56,100,,2,1,0,0,0, , ,0,,,
CTApB,,N,71.92,71.92,100,,2,1,0,0,0, , ,0,,,
CTBB,,N,20.09,20.09,100,,2,1,0,0,0, , ,0,,,
CTDD,,N,20.11,20.11,100,,2,1,0,0,0, , ,0,,,
CTEF,,Z,59.2322,59.2322,100,,2,1,0,0,0, , ,0,,,
CTEST,,A,24.607395,24.607395,100,,2,1,1,0,0, , ,0,,,
CTEST.A,,N,0,0,100,,2,1,1,0,0, , ,0,,,
CTEV,,N,71.85,71.85,100,,2,1,0,0,0, , ,0,,,
CTEX,,P,26.5217,26.5217,100,,2,1,0,0,0, , ,0,,,
CTGO,,A,21.08,21.08,100,,2,1,0,0,0, , ,0,,,
CTIF,,Z,51.8259,51.8259,100,,2,1,0,0,0, , ,0,,,
CTM,,A,1.02,1.02,100,,2,1,0,0,0, , ,0,,,
CTO,,N,17.14,17.14,100,,2,1,0,0,0, , ,0,,,
CTOpA,,N,22.08,22.08,100,,2,1,0,0,0, , ,0,,,
CTOS,,N,5.99,5.99,100,,2,1,0,0,0, , ,0,,,
CTRA,,N,24.14,24.14,100,,1,1,0,0,0, , ,0,,,
CTRE,,N,34.6,34.6,100,,2,1,0,0,0, , ,0,,,
CTRI,,N,20.4,20.4,100,,2,1,0,0,0, , ,0,,,
CTS,,N,42.62,42.62,100,,2,1,0,0,0, , ,0,,,
CTVA,,N,75.03,75.03,100,,1,1,0,0,0, , ,0,,,
CTWO,,P,16.8,16.8,100,,2,1,0,0,0, , ,0,,,
CUBB,,N,21.4,21.4,100,,2,1,0,0,0, , ,0,,,
CUBE,,N,40.71,40.71,100,,1,1,0,0,0, , ,0,,,
CUBI,,N,71.09,71.09,100,,2,1,0,0,0, , ,0,,,
CUBIpF,,N,25.9089,25.9089,100,,2,1,0,0,0, , ,0,,,
CUK,,N,29.4,29.4,100,,2,1,0,0,0, , ,0,,,
CULP,,N,4.17,4.17,100,,2,1,0,0,0, , ,0,,,
CURB,,N,22.74,22.74,100,,2,1,0,0,0, , ,0,,,
CURE,,P,80,80,100,,2,3,0,0,0, , ,0,,,
CURV,,N,2.21,2.21,100,,2,1,0,0,0, , ,0,,,
CUT,,P,30.9558,30.9558,100,,2,1,0,0,0, , ,0,,,
CUZ,,N,28.92,28.92,100,,1,1,0,0,0, , ,0,,,
CVAR,,Z,27.72,27.72,100,,2,1,0,0,0, , ,0,,,
CVE,,N,16.93,16.93,100,,2,1,0,0,0, , ,0,,,
CVEO,,N,23.7,23.7,100,,2,1,0,0,0, , ,0,,,
CVE.WS,,N,12.34,12.34,100,,0,1,0,0,0, , ,0,,,
CVIE,,P,66.2985,66.2985,100,,2,1,0,0,0, , ,0,,,
CVI,,N,29.58,29.58,100,,2,1,0,0,0, , ,0,,,
CVLC,,P,79.9233,79.9233,100,,2,1,0,0,0, , ,0,,,
CVLG,,N,24.4,24.4,100,,2,1,0,0,0, , ,0,,,
CVM,,A,13.04,13.04,100,,2,1,0,0,0, , ,0,,,
CVMC,,P,63.4374,63.4374,100,,2,1,0,0,0, , ,0,,,
CVNA,,N,367.35,367.35,100,,1,1,0,0,0, , ,0,,,
CVNY,,P,41,41,100,,1,1,0,0,0, , ,0,,,
CVR,,A,10.08,10.08,100,,2,1,0,0,0, , ,0,,,
CVRD,,P,19.0759,19.0759,100,,2,1,0,0,0, , ,0,,,
CVRT,,P,34.2228,34.2228,100,,2,1,0,0,0, , ,0,,,
CVSB,,P,50.87,50.87,100,,2,1,0,0,0, , ,0,,,
CVSE,,P,73.6656,73.6656,100,,2,1,0,0,0, , ,0,,,
CVS,,N,71.93,71.93,100,,1,1,0,0,0, , ,0,,,
CVU,,A,2.43,2.43,100,,2,1,0,0,0, , ,0,,,
CVX,,N,159.24,159.24,100,,1,1,0,0,0, , ,0,,,
CVY,,P,27.113,27.113,100,,2,1,0,0,0, , ,0,,,
CWAN,,N,20.24,20.24,100,,2,1,0,0,0, , ,0,,,
CWB,,P,86.08,86.08,100,,1,1,0,0,0, , ,0,,,
CWEB,,P,46.16,46.16,100,,2,2,0,0,0, , ,0,,,
CWEN.A,,N,28.12,28.12,100,,1,1,0,0,0, , ,0,,,
CWEN,,N,29.72,29.72,100,,1,1,0,0,0, , ,0,,,
CWH,,N,17.71,17.71,100,,2,1,0,0,0, , ,0,,,
CWI,,P,33.68,33.68,100,,1,1,0,0,0, , ,0,,,
CWK,,N,15.96,15.96,100,,2,1,0,0,0, , ,0,,,
CW,,N,488.52,488.52,100,,1,1,0,0,0, , ,0,,,
CWS,,P,69.4569,69.4569,100,,2,1,0,0,0, , ,0,,,
CWT,,N,47.15,47.15,100,,2,1,0,0,0, , ,0,,,
CWVX,,Z,11.06,11.06,100,,2,2,0,0,0, , ,0,,,
CXE,,N,3.54,3.54,100,,2,1,0,0,0, , ,0,,,
CXH,,N,7.45,7.45,100,,2,1,0,0,0, , ,0,,,
CXM,,N,8.66,8.66,100,,2,1,0,0,0, , ,0,,,
CX,,N,8.93,8.93,100,,2,1,0,0,0, , ,0,,,
CXRN,,P,17.635,17.635,100,,2,2,0,0,0, , ,0,,,
CXT,,N,61,61,100,,1,1,0,0,0, , ,0,,,
CXW,,N,20.54,20.54,100,,2,1,0,0,0, , ,0,,,
CYBN,,A,7.67,7.67,100,,2,1,0,0,0, , ,0,,,
CYD,,N,32.69,32.69,100,,2,1,0,0,0, , ,0,,,
CYH,,N,2.79,2.79,100,,2,1,0,0,0, , ,0,,,
CZA,,P,109.7883,109.7883,100,,2,1,0,0,0, , ,0,,,
DABS,,P,50.97,50.97,100,,2,1,0,0,0, , ,0,,,
DAC,,N,92.04,92.04,100,,2,1,0,0,0, , ,0,,,
DAL,,N,61.26,61.26,100,,1,1,0,0,0, , ,0,,,
DAN,,N,20.51,20.51,100,,2,1,0,0,0, , ,0,,,
DAO,,N,8.71,8.71,100,,2,1,0,0,0, , ,0,,,
DAPR,,Z,38.3228,38.3228,100,,2,1,0,0,0, , ,0,,,
DAR,,N,34.44,34.44,100,,1,1,0,0,0, , ,0,,,
DARP,,P,37.9193,37.9193,100,,2,1,0,0,0, , ,0,,,
DAT,,P,45.6041,45.6041,100,,2,1,0,0,0, , ,0,,,
DAUG,,Z,42.92,42.92,100,,2,1,0,0,0, , ,0,,,
DAVA,,N,14.41,14.41,100,,2,1,0,0,0, , ,0,,,
DAY,,N,69.55,69.55,100,,1,1,0,0,0, , ,0,,,
DBA,,P,27.68,27.68,100,,1,1,0,0,0, , ,0,,,
DBAW,,P,38.3293,38.3293,100,,2,1,0,0,0, , ,0,,,
DBB,,P,19.49,19.49,100,,2,1,0,0,0, , ,0,,,
DBC,,P,22.04,22.04,100,,1,1,0,0,0, , ,0,,,
DBD,,N,62.99,62.99,100,,2,1,0,0,0, , ,0,,,
DBEF,,P,45.67,45.67,100,,1,1,0,0,0, , ,0,,,
DBEM,,P,28.9283,28.9283,100,,2,1,0,0,0, , ,0,,,
DBE,,P,18.9,18.9,100,,2,1,0,0,0, , ,0,,,
DBEU,,P,45.5148,45.5148,100,,1,1,0,0,0, , ,0,,,
DBEZ,,P,52.1246,52.1246,100,,2,1,0,0,0, , ,0,,,
DBI,,N,3.79,3.79,100,,2,1,0,0,0, , ,0,,,
DBJP,,P,82.7542,82.7542,100,,2,1,0,0,0, , ,0,,,
DBL,,N,15.55,15.55,100,,2,1,0,0,0, , ,0,,,
DBMF,,P,26,26,100,,1,1,0,0,0, , ,0,,,
DB,,N,35.04,35.04,100,,2,1,0,0,0, , ,0,,,
DBND,,P,46.295,46.295,100,,1,1,0,0,0, , ,0,,,
DBO,,P,13.58,13.58,100,,1,1,0,0,0, , ,0,,,
DBP,,P,77.8,77.8,100,,2,1,0,0,0, , ,0,,,
DBRG,,N,11.44,11.44,100,,2,1,0,0,0, , ,0,,,
DBRGpH,,N,22.235,22.235,100,,2,1,0,0,0, , ,0,,,
DBRGpI,,N,22.25,22.25,100,,2,1,0,0,0, , ,0,,,
DBRGpJ,,N,22.11,22.11,100,,2,1,0,0,0, , ,0,,,
DC,,A,4.18,4.18,100,,2,1,0,0,0, , ,0,,,
DCI,,N,82.14,82.14,100,,1,1,0,0,0, , ,0,,,
DCMT,,P,26.71,26.71,100,,2,1,0,0,0, , ,0,,,
DCO,,N,92.21,92.21,100,,2,1,0,0,0, , ,0,,,
DCOR,,P,70.556,70.556,100,,1,1,0,0,0, , ,0,,,
DCRE,,P,52.1,52.1,100,,2,1,0,0,0, , ,0,,,
DC.WS,,A,2.19,2.19,100,,0,1,0,0,0, , ,0,,,
DDC,,A,12.56,12.56,100,,2,1,0,0,0,E, ,0,,,
DDD,,N,2.56,2.56,100,,2,1,0,0,0, , ,0,,,
DDEC,,Z,43,43,100,,2,1,0,0,0, , ,0,,,
DDFL,,Z,20.0199,20.0199,100,,2,1,0,0,0, , ,0,,,
DDL,,N,2.14,2.14,100,,2,1,0,0,0, , ,0,,,
DDLS,,Z,41.8,41.8,100,,2,1,0,0,0, , ,0,,,
DDM,,P,103.98,103.98,100,,2,2,0,0,0, , ,0,,,
DD,,N,77.83,77.83,100,,1,1,0,0,0, , ,0,,,
DDS,,N,548.55,548.55,100,,1,1,0,0,0, , ,0,,,
DDTL,,Z,20.183,20.183,100,,2,1,0,0,0, , ,0,,,
DDT,,N,26.08,26.08,100,,2,1,0,0,0, , ,0,,,
DDWM,,Z,41.345,41.345,100,,1,1,0,0,0, , ,0,,,
DEA,,N,23.09,23.09,100,,2,1,0,0,0, , ,0,,,
DECK,,N,116.73,116.73,100,,1,1,0,0,0, , ,0,,,
DECM,,Z,32.0152,32.0152,100,,2,1,0,0,0, , ,0,,,
DEC,,N,16.43,16.43,100,,2,1,0,0,0, , ,0,,,
DECP,,Z,28.68,28.68,100,,2,1,0,0,0, , ,0,,,
DECT,,P,34.5578,34.5578,100,,2,1,0,0,0, , ,0,,,
DECU,,Z,26.2074,26.2074,100,,2,1,0,0,0, , ,0,,,
DECW,,P,32.445,32.445,100,,2,1,0,0,0, , ,0,,,
DECZ,,Z,39.7901,39.7901,100,,2,1,0,0,0, , ,0,,,
DEED,,P,21.2242,21.2242,100,,2,1,0,0,0, , ,0,,,
DEEF,,P,34.636,34.636,100,,2,1,0,0,0, , ,0,,,
DEEP,,P,36.2646,36.2646,100,,2,1,0,0,0, , ,0,,,
DEFI,,P,126.8633,126.8633,100,,2,1,0,0,0, , ,0,,,
DEFR,,Z,25.9751,25.9751,100,,2,1,0,0,0, , ,0,,,
DEHP,,P,29.32,29.32,100,,2,1,0,0,0, , ,0,,,
DEI,,N,16.09,16.09,100,,2,1,0,0,0, , ,0,,,
DELL,,N,132.5,132.5,100,,1,1,0,0,0, , ,0,,,
DEM,,P,46.1,46.1,100,,1,1,0,0,0, , ,0,,,
DE,,N,493.08,493.08,100,,1,1,0,0,0, , ,0,,,
DEO,,N,112.03,112.03,100,,2,1,0,0,0, , ,0,,,
DESK,,P,41.291,41.291,100,,2,1,0,0,0, , ,0,,,
DES,,P,34.22,34.22,100,,1,1,0,0,0, , ,0,,,
DEUS,,P,58.1299,58.1299,100,,2,1,0,0,0, , ,0,,,
DEW,,P,59.7819,59.7819,100,,2,1,0,0,0, , ,0,,,
DEXC,,P,54.95,54.95,100,,2,1,0,0,0, , ,0,,,
DFAC,,P,37.87,37.87,100,,1,1,0,0,0, , ,0,,,
DFAE,,P,30.06,30.06,100,,1,1,0,0,0, , ,0,,,
DFAI,,P,35.71,35.71,100,,1,1,0,0,0, , ,0,,,
DFAR,,P,23.8,23.8,100,,1,1,0,0,0, , ,0,,,
DFAS,,P,68.71,68.71,100,,1,1,0,0,0, , ,0,,,
DFAT,,P,58.93,58.93,100,,1,1,0,0,0, , ,0,,,
DFAU,,P,44.56,44.56,100,,1,1,0,0,0, , ,0,,,
DFAW,,P,70.47,70.47,100,,1,1,0,0,0, , ,0,,,
DFAX,,P,30.59,30.59,100,,1,1,0,0,0, , ,0,,,
DFCA,,P,49.2853,49.2853,100,,1,1,0,0,0, , ,0,,,
DFCF,,P,42.44,42.44,100,,1,1,0,0,0, , ,0,,,
DFEB,,Z,45.8311,45.8311,100,,1,1,0,0,0, , ,0,,,
DFEM,,P,30.87,30.87,100,,1,1,0,0,0, , ,0,,,
DFEN,,P,59.54,59.54,100,,2,3,0,0,0, , ,0,,,
DFE,,P,70.5437,70.5437,100,,2,1,0,0,0, , ,0,,,
DFEV,,P,30.78,30.78,100,,1,1,0,0,0, , ,0,,,
DFGR,,P,27.4,27.4,100,,1,1,0,0,0, , ,0,,,
DFH,,N,28.09,28.09,100,,2,1,0,0,0, , ,0,,,
DFIC,,Z,32.26,32.26,100,,1,1,0,0,0, , ,0,,,
DFII,,P,24.1564,24.1564,100,,2,1,0,0,0, , ,0,,,
DFIN,,N,56.8,56.8,100,,2,1,0,0,0, , ,0,,,
DFIP,,P,42.33,42.33,100,,1,1,0,0,0, , ,0,,,
DFIS,,Z,31.04,31.04,100,,1,1,0,0,0, , ,0,,,
DFIV,,P,45.45,45.45,100,,1,1,0,0,0, , ,0,,,
DFJ,,P,93.2337,93.2337,100,,1,1,0,0,0, , ,0,,,
DFLV,,P,32.57,32.57,100,,1,1,0,0,0, , ,0,,,
DFND,,Z,43.34,43.34,100,,2,1,0,0,0, , ,0,,,
DFNL,,Z,45.145,45.145,100,,2,1,0,0,0, , ,0,,,
DFNM,,P,47.4,47.4,100,,1,1,0,0,0, , ,0,,,
DFP,,N,20.87,20.87,100,,2,1,0,0,0, , ,0,,,
DFSB,,P,52.63,52.63,100,,2,1,0,0,0, , ,0,,,
DFSD,,P,48.17,48.17,100,,1,1,0,0,0, , ,0,,,
DFSE,,P,39.625,39.625,100,,2,1,0,0,0, , ,0,,,
DFSI,,P,40.39,40.39,100,,1,1,0,0,0, , ,0,,,
DFSU,,P,41.48,41.48,100,,1,1,0,0,0, , ,0,,,
DFSV,,P,32.47,32.47,100,,1,1,0,0,0, , ,0,,,
DFUS,,P,70.35,70.35,100,,1,1,0,0,0, , ,0,,,
DFUV,,P,44.41,44.41,100,,1,1,0,0,0, , ,0,,,
DFVE,,P,31.24,31.24,100,,2,1,0,0,0, , ,0,,,
DFVX,,P,71.45,71.45,100,,2,1,0,0,0, , ,0,,,
DGIN,,P,41.52,41.52,100,,2,1,0,0,0, , ,0,,,
DG,,N,111.2,111.2,100,,1,1,0,0,0, , ,0,,,
DGP,,P,104.99,104.99,100,,2,2,0,0,8, , ,0,,,
DGRO,,P,66.93,66.93,100,,1,1,0,0,0, , ,0,,,
DGS,,P,56.75,56.75,100,,1,1,0,0,0, , ,0,,,
DGT,,P,156.8916,156.8916,100,,1,1,0,0,0, , ,0,,,
DGX,,N,179.76,179.76,100,,1,1,0,0,0, , ,0,,,
DGZ,,P,6.8207,6.8207,100,,2,1,0,0,8, , ,0,,,
DHDG,,Z,32.5497,32.5497,100,,2,1,0,0,0, , ,0,,,
DHF,,N,2.58,2.58,100,,2,1,0,0,0, , ,0,,,
DHI,,N,167.5,167.5,100,,1,1,0,0,0, , ,0,,,
DHR,,N,205,205,100,,1,1,0,0,0, , ,0,,,
DHSB,,P,25.6336,25.6336,100,,2,1,0,0,0, , ,0,,,
DHS,,P,101.11,101.11,100,,1,1,0,0,0, , ,0,,,
DHT,,N,11.56,11.56,100,,2,1,0,0,0, , ,0,,,
DHX,,N,2.7,2.7,100,,2,1,0,0,0, , ,0,,,
DHY,,A,2.09,2.09,100,,2,1,0,0,0, , ,0,,,
DIAL,,P,18.275,18.275,100,,2,1,0,0,0, , ,0,,,
DIA,,P,456.03,456.03,100,,1,1,0,0,0, , ,0,,,
DIAX,,N,14.72,14.72,100,,2,1,0,0,0, , ,0,,,
DIEM,,P,31.1086,31.1086,100,,2,1,0,0,0, , ,0,,,
DIG,,P,36.3,36.3,100,,2,2,0,0,0, , ,0,,,
DIHP,,Z,30.01,30.01,100,,1,1,0,0,0, , ,0,,,
DIM,,P,77.3077,77.3077,100,,2,1,0,0,0, , ,0,,,
DIN,,N,22.81,22.81,100,,2,1,0,0,0, , ,0,,,
DINO,,N,50.15,50.15,100,,1,1,0,0,0, , ,0,,,
DINT,,Z,26.2881,26.2881,100,,2,1,0,0,0, , ,0,,,
DIPS,,P,6.27,6.27,100,,2,1,0,0,0, , ,0,,,
DIS,,N,118.09,118.09,100,,1,1,0,0,0, , ,0,,,
DISO,,P,13.3241,13.3241,100,,2,1,0,0,0, , ,0,,,
DISV,,Z,34.75,34.75,100,,1,1,0,0,0, , ,0,,,
DIT,,A,115.86,115.86,10,,2,1,0,0,0, , ,0,,,
DIVB,,Z,52.11,52.11,100,,1,1,0,0,0, , ,0,,,
DIVG,,P,32.5805,32.5805,100,,2,1,0,0,0, , ,0,,,
DIVI,,P,36.83,36.83,100,,1,1,0,0,0, , ,0,,,
DIVL,,P,23.1531,23.1531,100,,2,1,0,0,0, , ,0,,,
DIVN,,Z,26.2039,26.2039,100,,2,1,0,0,0, , ,0,,,
DIVO,,P,43.64512,43.64512,100,,1,1,0,0,0, , ,0,,,
DIV,,P,17.9,17.9,100,,1,1,0,0,0, , ,0,,,
DIVP,,P,25.6795,25.6795,100,,2,1,0,0,0, , ,0,,,
DIVS,,P,30.9249,30.9249,100,,2,1,0,0,0, , ,0,,,
DIVY,,N,26.304,26.304,100,,2,1,0,0,0, , ,0,,,
DIVZ,,P,36.06731,36.06731,100,,2,1,0,0,0, , ,0,,,
DJAN,,Z,41.5,41.5,100,,1,1,0,0,0, , ,0,,,
DJD,,P,54.95,54.95,100,,2,1,0,0,0, , ,0,,,
DJIA,,P,21.78,21.78,100,,2,1,0,0,0, , ,0,,,
DJP,,P,33.959,33.959,100,,1,1,0,0,0, , ,0,,,
DJTU,,Z,9.85,9.85,100,,2,2,0,0,0, , ,0,,,
DJUL,,Z,46.02,46.02,100,,2,1,0,0,0, , ,0,,,
DJUN,,Z,45.955,45.955,100,,2,1,0,0,0, , ,0,,,
DKL,,N,43.5,43.5,100,,2,1,0,0,0, , ,0,,,
DK,,N,27.02,27.02,100,,2,1,0,0,0, , ,0,,,
DKS,,N,226.01,226.01,100,,1,1,0,0,0, , ,0,,,
DKUP,,Z,26.7765,26.7765,100,,2,2,0,0,0, , ,0,,,
DLB,,N,72.77,72.77,100,,1,1,0,0,0, , ,0,,,
DLNG,,N,3.57,3.57,100,,2,1,0,0,0, , ,0,,,
DLNGpA,,N,26.3617,26.3617,100,,2,1,0,0,0, , ,0,,,
DLN,,P,85.46,85.46,100,,1,1,0,0,0, , ,0,,,
DLR,,N,169.73,169.73,100,,1,1,0,0,0, , ,0,,,
DLRpJ,,N,22.2593,22.2593,100,,2,1,0,0,0, , ,0,,,
DLRpK,,N,24.65,24.65,100,,2,1,0,0,0, , ,0,,,
DLRpL,,N,21.6299,21.6299,100,,2,1,0,0,0, , ,0,,,
DLS,,P,79.04,79.04,100,,2,1,0,0,0, , ,0,,,
DLX,,N,19.8,19.8,100,,2,1,0,0,0, , ,0,,,
DLY,,N,15.45,15.45,100,,2,1,0,0,0, , ,0,,,
DMA,,N,8.7,8.7,100,,2,1,0,0,0, , ,0,,,
DMAR,,Z,40.3976,40.3976,100,,2,1,0,0,0, , ,0,,,
DMAX,,Z,26.2449,26.2449,100,,2,1,0,0,0, , ,0,,,
DMAY,,Z,43.85,43.85,100,,2,1,0,0,0, , ,0,,,
DMB,,N,10,10,100,,2,1,0,0,0, , ,0,,,
DMBS,,P,49.39,49.39,100,,1,1,0,0,0, , ,0,,,
DMCY,,P,29.262,29.262,100,,2,1,0,0,0, , ,0,,,
DMO,,N,11.85,11.85,100,,2,1,0,0,0, , ,0,,,
DMX,,P,50.5734,50.5734,100,,2,1,0,0,0, , ,0,,,
DMYY,,A,12.78,12.78,100,,2,1,0,0,4, , ,0,,,
DMYY.U,,A,14.04,14.04,100,,2,1,0,0,4, , ,0,,,
DMYY.WS,,A,1.41,1.41,100,,0,1,0,0,4,E, ,0,,,
D,,N,60.34,60.34,100,,1,1,0,0,0, , ,0,,,
DNA,,N,12.35,12.35,100,,2,1,0,0,0, , ,0,,,
DNL,,P,39.415,39.415,100,,1,1,0,0,0, , ,0,,,
DNN,,A,2.17,2.17,100,,2,1,0,0,0, , ,0,,,
DNOV,,Z,46.0805,46.0805,100,,2,1,0,0,0, , ,0,,,
DNOW,,N,15.95,15.95,100,,2,1,0,0,0, , ,0,,,
DNP,,N,9.91,9.91,100,,2,1,0,0,0, , ,0,,,
DOC,,N,17.9,17.9,100,,1,1,0,0,0, , ,0,,,
DOCN,,N,32.36,32.36,100,,2,1,0,0,0, , ,0,,,
DOCS,,N,67.99,67.99,100,,1,1,0,0,0, , ,0,,,
DOCT,,Z,42.42,42.42,100,,2,1,0,0,0, , ,0,,,
DOGD,,Z,25.8775,25.8775,100,,2,2,0,0,0, , ,0,,,
DOGG,,Z,19.95,19.95,100,,2,1,0,0,0, , ,0,,,
DOG,,P,24.86,24.86,100,,1,1,0,0,0, , ,0,,,
DOLE,,N,14.66,14.66,100,,2,1,0,0,0, , ,0,,,
DOL,,P,61.67,61.67,100,,2,1,0,0,0, , ,0,,,
DON,,P,53,53,100,,1,1,0,0,0, , ,0,,,
DOUG,,N,2.66,2.66,100,,2,1,0,0,0, , ,0,,,
DOV,,N,182.71,182.71,100,,1,1,0,0,0, , ,0,,,
DOW,,N,24.74,24.74,100,,1,1,0,0,0, , ,0,,,
DPG,,N,12.86,12.86,100,,2,1,0,0,0, , ,0,,,
DPST,,P,112.31,112.31,100,,2,3,0,0,0, , ,0,,,
DQ,,N,23.03,23.03,100,,2,1,0,0,0, , ,0,,,
DRAG,,Z,25.82,25.82,100,,2,1,0,0,0, , ,0,,,
DRAI,,P,28.03,28.03,100,,2,1,0,0,0, , ,0,,,
DRAY,,P,52.8072,52.8072,100,,2,1,0,0,0, , ,0,,,
DRD,,N,18.07,18.07,100,,2,1,0,0,0, , ,0,,,
DRGN,,Z,32.1533,32.1533,100,,2,1,0,0,0, , ,0,,,
DRH,,N,8.59,8.59,100,,2,1,0,0,0, , ,0,,,
DRHpA,,N,25.395,25.395,100,,2,1,0,0,0, , ,0,,,
DRI,,N,206.26,206.26,100,,1,1,0,0,0, , ,0,,,
DRIP,,P,8.91,8.91,100,,2,2,0,0,0, , ,0,,,
DRLL,,N,28.82,28.82,100,,2,1,0,0,0, , ,0,,,
DRN,,P,9.8,9.8,100,,2,3,0,0,0, , ,0,,,
DRSK,,Z,29.04,29.04,100,,1,1,0,0,0, , ,0,,,
DRUP,,P,62.7628,62.7628,100,,2,1,0,0,0, , ,0,,,
DRV,,P,24.13,24.13,100,,2,3,0,0,0, , ,0,,,
DSCF,,Z,23.8015,23.8015,100,,2,1,0,0,0, , ,0,,,
DSEP,,Z,43.7045,43.7045,100,,2,1,0,0,0, , ,0,,,
DSI,,P,122.15,122.15,100,,1,1,0,0,0, , ,0,,,
DSL,,N,12.41,12.41,100,,2,1,0,0,0, , ,0,,,
DSMC,,N,36.6365,36.6365,100,,2,1,0,0,0, , ,0,,,
DSM,,N,5.63,5.63,100,,2,1,0,0,0, , ,0,,,
DSPY,,P,55.5408,55.5408,100,,2,1,0,0,0, , ,0,,,
DSS,,A,1.73,1.73,100,,2,1,0,0,0, , ,0,,,
DSTL,,P,57.39,57.39,100,,1,1,0,0,0, , ,0,,,
DSTX,,N,29.0429,29.0429,100,,2,1,0,0,0, , ,0,,,
DSU,,N,10.61,10.61,100,,2,1,0,0,0, , ,0,,,
DSX,,N,1.64,1.64,100,,2,1,0,0,0, , ,0,,,
DSXpB,,N,26.1,26.1,100,,2,1,0,0,0, , ,0,,,
DSX.WS,,N,0.12,0.12,100,,0,1,0,0,0,E, ,0,,,
DTAN,,P,29.8835,29.8835,100,,2,1,0,0,0, , ,0,,,
DTB,,N,17.88,17.88,100,,2,1,0,0,0, , ,0,,,
DTD,,P,82.86,82.86,100,,1,1,0,0,0, , ,0,,,
DTEC,,P,49.9619,49.9619,100,,2,1,0,0,0, , ,0,,,
DTE,,N,138.41,138.41,100,,1,1,0,0,0, , ,0,,,
DTF,,N,11.28,11.28,100,,2,1,0,0,0, , ,0,,,
DTG,,N,17.74,17.74,100,,2,1,0,0,0, , ,0,,,
DTH,,P,48.76,48.76,100,,1,1,0,0,0, , ,0,,,
DTM,,N,101.81,101.81,100,,1,1,0,0,0, , ,0,,,
DT,,N,50.12,50.12,100,,1,1,0,0,0, , ,0,,,
DTRE,,P,40.3788,40.3788,100,,2,1,0,0,0, , ,0,,,
DTW,,N,22.925,22.925,100,,2,1,0,0,0, , ,0,,,
DUBS,,Z,35.4502,35.4502,100,,2,1,0,0,0, , ,0,,,
DUG,,P,34.14,34.14,100,,2,2,0,0,0, , ,0,,,
DUHP,,P,36.98,36.98,100,,1,1,0,0,0, , ,0,,,
DUKB,,N,24.78,24.78,100,,2,1,0,0,0, , ,0,,,
DUK,,N,123.68,123.68,100,,1,1,0,0,0, , ,0,,,
DUKpA,,N,24.89,24.89,100,,2,1,0,0,0, , ,0,,,
DUKQ,,P,26.9589,26.9589,100,,2,1,0,0,0, , ,0,,,
DUKZ,,P,25.1992,25.1992,100,,2,1,0,0,0, , ,0,,,
DULL,,P,3.715,3.715,100,,2,3,0,0,0, , ,0,,,
DURA,,Z,34.29,34.29,100,,2,1,0,0,0, , ,0,,,
DUSA,,Z,47.94,47.94,100,,1,1,0,0,0, , ,0,,,
DUSB,,P,50.74,50.74,100,,1,1,0,0,0, , ,0,,,
DUSL,,P,74.4523,74.4523,100,,2,3,0,0,0, , ,0,,,
DUST,,P,17.33,17.33,100,,2,2,0,0,0, , ,0,,,
DVA,,N,137.56,137.56,100,,1,1,0,0,0, , ,0,,,
DVDN,,P,22.6686,22.6686,100,,2,1,0,0,0, , ,0,,,
DV,,N,16.26,16.26,100,,1,1,0,0,0, , ,0,,,
DVND,,P,34.4854,34.4854,100,,2,1,0,0,0, , ,0,,,
DVN,,N,35.56,35.56,100,,1,1,0,0,0, , ,0,,,
DVS,,A,3.53,3.53,100,,2,1,0,0,0, , ,0,,,
DVYA,,P,41.9406,41.9406,100,,2,1,0,0,0, , ,0,,,
DVYE,,P,29.77,29.77,100,,1,1,0,0,0, , ,0,,,
DWLD,,Z,43.4094,43.4094,100,,2,1,0,0,0, , ,0,,,
DWMF,,P,32.0245,32.0245,100,,2,1,0,0,0, , ,0,,,
