exchange|confidence_score|al_symbol|lot|halt_reason|sic_code|status|primary_listing|currency|share_class_figi|share_class_shares_outstanding|locale|margin_requirement_short|sector|name|scalerevenue|earnings_announcement|location|shares_outstanding|figi|type|isin|country|sic_industry|composite_symbol|margin_requirement_long|homepage_url|weighted_shares_outstanding|industry|symbol|scalemarketcap|description|shortable|tradable|short_sale_restricted|composite_figi|sic_description|fama_industry|easy_to_borrow|marginable|maintenance_margin_requirement|branding|cusips|fama_sector|sic_sector|cik|market_capital|null_count
XNYS|7.0||||6500|Normal|False|USD||17000000.0|us||Real Estate|Hudson Pacific Properties Inc||2025-10-29T12:00:00.000+0000|11601 WILSHIRE BLVD., NINTH FLOOR, LOS ANGELES, CA, 90025|62781229.0|BBG013CT86M9|PRF|US4440972034|USA|Real Estate|HPPpC:US||https://www.hudsonpacificproperties.com||REIT - Office|HPPpC||Hudson Pacific Properties Inc is a real estate investment trust that acquires, operates, and owns office buildings and media and entertainment properties, such as sound stages, on America's West Coast. The company focuses on developed, urban markets in Northern California, Southern California, and the Pacific Northwest. In terms of total square footage, the vast majority of Hudson Pacific's real estate portfolio is composed of office properties located in the Greater Seattle, San Francisco, and Los Angeles areas. The company operates in two reportable segments; office properties & related operations; and studio properties & related operations. The majority of revenue is derived from the office properties & related operations segment.|||||REAL ESTATE|Real Estate||||/aHVkc29ucGFjaWZpY3Byb3BlcnRpZXMuY29t/images/2025-04-04_logo.png|444097307||Finance Insurance And Real Estate|0001482512|1065325853.0|17
XNYS|7.0||||6211|Normal|True|USD||40000.0|us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|9376696585.0|BBG0073XL184|PRF|US61762V8533|USA|Security Brokers Dealers & Flotation Companies|MSpI:US||https://www.morganstanley.com||Capital Markets|MSpI||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61761J406||Finance Insurance And Real Estate|0000895421|236855355737.0|17
XNYS|7.0||||6211|Normal|True|USD||30000000.0|us||Financial Services|Charles Schwab Corp.||2025-10-20T12:00:00.000+0000|3000 SCHWAB WAY, WESTLAKE, TX, 76262|6842145123.0|BBG00CCKJGS9|PRF|US8085136005|USA|Security Brokers Dealers & Flotation Companies|SCHWpD:US||https://www.aboutschwab.com||Capital Markets|SCHWpD||Charles Schwab is one of the largest retail-oriented financial services companies in the US, with $10.1 trillion in client assets across its brokerage, banking, asset-management, custody, financial advisory, and wealth-management businesses at year-end 2024. While best known for its retail brokerage offering, Schwab generates the lion's share of its revenue and profits through its Charles Schwab Bank and asset-management segments. The firm is a dominant player in registered investment advisor custody, with over 40% market share, and has recently pushed into wealth management with robo-advisory, direct indexing, and other managed-investment solutions.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/YWJvdXRzY2h3YWIuY29t/images/2025-04-04_logo.svg|808513600||Finance Insurance And Real Estate|0000316709|172695742905.0|17
XNYS|7.0||||6798|Normal|False|USD||8000000.0|us||Real Estate|Chimera Investment Corp||2025-10-30T12:00:00.000+0000|630 FIFTH AVENUE, SUITE 2044, NEW YORK, NY, 10111|45435015.0|BBG00N2PPZ15|PRF|US16934Q6044|USA|Real Estate Investment Trusts|CIMpD:US||https://www.chimerareit.com||REIT - Mortgage|CIMpD||Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsored agency residential mortgage-backed securities, or RMBS, non-agency RMBS, agency commercial mortgage-backed securities, residential mortgage loans, and other real estate-related securities. Agency mortgage-backed securities represent the share of this portfolio, while subprime residential mortgage loans and non-agency RMBS also make up substantial shares.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/Y2hpbWVyYXJlaXQuY29t/images/2025-04-04_logo.svg|16934Q604||Finance Insurance And Real Estate|0001409493|1120428062.0|17
XNYS|7.0||||6798|Normal|False|USD||10400000.0|us||Real Estate|Chimera Investment Corp||2025-10-30T12:00:00.000+0000|630 FIFTH AVENUE, SUITE 2044, NEW YORK, NY, 10111|48650780.0|BBG00LZCHCL0|PRF|US16934Q3074|USA|Real Estate Investment Trusts|CIMpC:US||https://www.chimerareit.com||REIT - Mortgage|CIMpC||Chimera Investment Corporation is a real estate investment trust engaged in investing in a portfolio of mortgage assets on a leveraged basis. These investments include a variety of government-sponsored agency residential mortgage-backed securities, or RMBS, non-agency RMBS, agency commercial mortgage-backed securities, residential mortgage loans, and other real estate-related securities. Agency mortgage-backed securities represent the share of this portfolio, while subprime residential mortgage loans and non-agency RMBS also make up substantial shares.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/Y2hpbWVyYXJlaXQuY29t/images/2025-04-04_logo.svg|16934Q505||Finance Insurance And Real Estate|0001409493|1131131240.0|17
XNYS|7.0||||6798|Normal|True|USD||6400000.0|us||Real Estate|Summit Hotel Properties Inc||2025-10-29T12:00:00.000+0000|13215 BEE CAVE PARKWAY, SUITE B-300, AUSTIN, TX, 78738|30701715.0|BBG00J4XQ8Q7|PRF|US8660826053|USA|Real Estate Investment Trusts|INNpE:US||https://www.shpreit.com||REIT - Hotel & Motel|INNpE||Summit Hotel Properties Inc is a U.S.-based hotel investment company focusing on select-service hotels in the upscale and upper-midscale properties in the U.S. Substantially all of Summit's assets are held and operated by its Operating Partnership, Summit Hotel OP, LP, in which the company holds general and limited partnership interests. The firm has one segment in activities related to investing in real estate. Summit's revenue streams include Room and Other hotel operations revenue. Room comprises the majority of total revenues. The firm's hotels are located in various markets, such as corporate offices, retail centers, airports, state capitols, convention centers, and leisure attractions. Summit's hotels operate under brands, including Marriott, Hilton, Hyatt, and Holiday Inn.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/c2hwcmVpdC5jb20/images/2025-04-04_logo.svg|866082605||Finance Insurance And Real Estate|0001497645|672100049.0|17
XNYS|7.0||||6798|Normal|False|USD||6900000.0|us||Real Estate|KKR Real Estate Finance Trust Inc||2025-10-20T20:00:00.000+0000|30 HUDSON YARDS, SUITE 7500, NEW YORK, NY, 10001|28968298.0|BBG00ZZN8QS7|PRF|US48251K2096|USA|Real Estate Investment Trusts|KREFpA:US||https://www.kkrreit.com||REIT - Mortgage|KREFpA||KKR Real Estate Finance Trust Inc is a real estate finance company that focuses on originating and acquiring senior mortgage loans secured by CRE assets. The investment is to originate or acquire senior mortgage loans collateralized by institutional-quality CRE assets that are owned and operated by experienced and well-capitalized sponsors and located in liquid markets with underlying fundamentals. KKR manages investments across multiple asset classes, including private equity, real estates, energy, infrastructure, credit, and hedge funds. The company's investment objective is capital preservation and generating attractive risk-adjusted returns for its stockholders over the long term, through dividends.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/a2tycmVpdC5jb20/images/2025-04-04_logo.svg|48251K209||Finance Insurance And Real Estate|0001631596|1347673572.0|17
XNYS|7.0||||6798|Normal|False|USD||3359593.0|us||Real Estate|NexPoint Diversified Real Estate Trust||2025-08-07T10:59:00.000+0000|300 CRESCENT COURT, SUITE 700, DALLAS, TX, 75201|14362276.0|BBG00YTR3XX2|PRF|US65340G2057|USA|Real Estate Investment Trusts|NXDTpA:US||https://www.nexpoint.com||REIT - Diversified|NXDTpA||NexPoint Diversified Real Estate Trust is a publicly traded REIT focused on opportunistic real estate investments in the United States. Their portfolio includes diverse commercial properties and investments across various real estate sectors and capital structures. The revenue sources of the company include rental income from office and retail properties, interest income from debt investments, dividend income from equity investments, and other ancillary income from tenants. The company operates through its operating partnership and wholly owned subsidiaries.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/bmV4cG9pbnQuY29t/images/2025-04-04_logo.png|65340G304||Finance Insurance And Real Estate|0001356115|210558453.0|17
XNYS|7.0||||6022|Normal|True|USD||20000000.0|us||Financial Services|State Street Corp.||2025-10-21T12:00:00.000+0000|1 CONGRESS STREET, SUITE 1, BOSTON, MA, 02114|1411514089.0|BBG00CMN2JX8|PRF|US8574778556|USA|State Commercial Banks|STTpG:US||https://www.statestreet.com||Asset Management|STTpG||State Street is a leading provider of financial services, including investment servicing, investment management, and investment research and trading. With approximately $49 trillion in assets under custody and administration, and $5.1 trillion in assets under management, as of June 30, 2025, State Street operates globally in more than 100 geographic markets and employs about 53,000 worldwide.|||||STATE COMMERCIAL BANKS|Banking||||/c3RhdGVzdHJlZXQuY29t/images/2025-04-04_logo.svg|857477855||Finance Insurance And Real Estate|0000093751|32484302941.0|17
XNYS|7.0||||6798|Normal|True|USD||1034303.0|us||Real Estate|Ashford Hospitality Trust Inc||2025-11-04T12:00:00.000+0000|14185 DALLAS PARKWAY SUITE 1100, DALLAS, TX, 75254|2586867.0|BBG00J5SJ7T4|PRF|US0441037944|USA|Real Estate Investment Trusts|AHTpI:US||https://www.ahtreit.com||REIT - Hotel & Motel|AHTpI||Ashford Hospitality Trust Inc. is a real estate investment trust that invests in full-service upscale and upper-upscale hotel properties in the U.S. The company owns and operates its assets through its operating partnership, Ashford Hospitality Limited Partnership. All of its hotels are located across the U.S. and operate under the Marriott, Hilton, Hyatt, Crowne Plaza, and Sheraton brands. Ashford's sole segment is Direct Hotel Investments, through which it owns hotels by acquisition or development. Ashford also provides real estate investment services, such as mezzanine financing, first mortgage financing, and sales-leaseback transactions. Its revenue streams include Room revenue, Food and beverage revenue, and Other revenue. Room revenue accounts for the majority of total revenue.|||||REAL ESTATE INVESTMENT TRUSTS|Trading|||||044103885||Finance Insurance And Real Estate|0001232582|38208026.0|18
XNYS|7.0||||6500|Normal|True|USD||600000.0|us||Real Estate|Innovative Industrial Properties Inc||2025-10-29T12:00:00.000+0000|1389 CENTER DRIVE, SUITE 200, PARK CITY, UT, 84098|60189121.0|BBG00HYC3SM9|PRF||USA|Real Estate|IIPRpA:US||https://www.innovativeindustrialproperties.com||REIT - Industrial|IIPRpA||Innovative Industrial Properties Inc is a real estate investment trust engaged in the acquisition, ownership, and management of specialized industrial properties leased to state-licensed operators for their regulated medical-use cannabis facilities. It conducts its business through a traditional umbrella partnership real estate investment trust, or UPREIT structure, in which properties are owned by Operating Partnership, directly or through subsidiaries. Its property portfolio is spread across the United States.|||||REAL ESTATE|Real Estate||||/aW5ub3ZhdGl2ZWluZHVzdHJpYWxwcm9wZXJ0aWVzLmNvbQ/images/2025-04-04_logo.png|45781V200||Finance Insurance And Real Estate|0001677576|1544769872.0|18
XNYS|7.0||||6500|Normal|False|USD||3243418.0|us||Real Estate|Armada Hoffler Properties Inc||2025-11-03T10:59:00.000+0000|222 CENTRAL PARK AVENUE, SUITE 2100, VIRGINIA BEACH, VA, 23462|27107566.0|BBG00PF3RDH5|PRF||USA|Real Estate|AHHpA:US||https://www.armadahoffler.com||REIT - Diversified|AHHpA||Armada Hoffler Properties Inc is a real estate company. It engages in developing, building, owning and managing the high-quality, institutional-grade office, retail, and multifamily properties in various markets throughout the Mid-Atlantic and Southeastern United States. It lease its properties under operating leases and recognize base rents. It also recognize revenue from tenant recoveries, through which tenants reimburses the company for expenses paid by them such as utilities, janitorial, repairs and maintenance. The company's operating segment includes office real estate, retail real estate, multifamily residential real estate, and general contracting, real estate financing and real estate services. It generates maximum revenue from the retail real estate segment.|||||REAL ESTATE|Real Estate||||/YXJtYWRhaG9mZmxlci5jb20/images/2025-04-04_logo.png|04208T207||Finance Insurance And Real Estate|0001569187|749431875.0|18
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|Capital One Financial Corp.||2025-10-23T12:00:00.000+0000|1680 CAPITAL ONE DRIVE, MCLEAN, VA, 22102|6965666502.0|BBG00Q5LW4J6|PRF|US14040H8245|USA|National Commercial Banks|COFpI:US||https://www.capitalone.com||Credit Services|COFpI||Capital One is a diversified financial services holding company headquartered in McLean, Virginia. Originally a spinoff of Signet Financial's credit card division in 1994, the company is now primarily involved in credit card lending, auto loans, and commercial lending. Following the acquisition of Discover in 2025, the firm also has a modest personal loan business, though credit card lending still provides the majority of the bank's revenue.|||||NATIONAL COMMERCIAL BANKS|Banking||||/Y2FwaXRhbG9uZS5jb20/images/2025-04-04_logo.svg|14040H824||Finance Insurance And Real Estate|0000927628|138547106725.0|18
XNYS|7.0||||6798|Normal|False|USD|||us||Real Estate|Chatham Lodging Trust||2025-10-30T12:00:00.000+0000|222 LAKEVIEW AVENUE, SUITE 200, WEST PALM BEACH, FL, 33401|16811823.0|BBG011KQ33X0|PRF|US16208T2015|USA|Real Estate Investment Trusts|CLDTpA:US||https://www.chathamlodgingtrust.com||REIT - Hotel & Motel|CLDTpA||Chatham Lodging Trust is a U.S.-based real estate investment trust that invests in upscale extended-stay hotels. The firm operates across various states in the U.S., including California, New York, Texas, Florida, Minnesota, Massachusetts, and Pennsylvania among others. Substantially all of the company's assets are held and operated by its Operating Partnership, Chatham Lodging, LP. Chatham Lodging LP and its subsidiaries lease the overall company's hotels. The firm operates through a single segment because of the similar economic characteristics of its hotels. Chatham's revenue streams include Room, Food and beverage, and Other. Room comprises the majority of total revenue. Chatham's hotels operate under brands which include, Hilton, Marriott, and Hyatt.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/Y2hhdGhhbWxvZGdpbmd0cnVzdC5jb20/images/2025-04-04_logo.png|16208T201||Finance Insurance And Real Estate|0001476045|1040378932.0|18
XNYS|7.0||||6021|Normal|False|USD||53000000.0|us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|7406950000.0|BBG00PGLTWW3|PRF||USA|National Commercial Banks|BACpM:US||https://www.bankofamerica.com||Banks - Diversified|BACpM||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|06053U601||Finance Insurance And Real Estate|0000070858|169471016000.0|18
XNYS|7.0||||6021|Normal|False|USD||52400000.0|us||Financial Services|Bank Of America Corp.||2025-10-15T10:45:00.000+0000|BANK OF AMERICA CORPORATE CENTER, 100 N TRYON ST, CHARLOTTE, NC, 28255|7406950000.0|BBG00Q73VX01|PRF||USA|National Commercial Banks|BACpN:US||https://www.bankofamerica.com||Banks - Diversified|BACpN||Bank of America is one of the largest financial institutions in the United States, with more than $3.2 trillion in assets. It is organized into four major segments: consumer banking, global wealth and investment management, global banking, and global markets. Bank of America's consumer-facing lines of business include its network of branches and deposit-gathering operations, retail lending products, credit and debit cards, and small-business services. The company's Merrill Lynch operations provide brokerage and wealth-management services, as does its private bank. Wholesale lines of business include investment banking, corporate and commercial real estate lending, and capital markets operations. Bank of America has operations in several countries but is primarily US-focused.|||||NATIONAL COMMERCIAL BANKS|Banking||||/YmFua29mYW1lcmljYS5jb20/images/2025-04-04_logo.svg|06055H202||Finance Insurance And Real Estate|0000070858|156781429260.0|18
XNYS|7.0||||5084|Normal|False|USD||1200000.0|us||Industrials|Alta Equipment Group Inc||2025-11-05T12:00:00.000+0000|13211 MERRIMAN ROAD, LIVONIA, MI, 48150|10763208.0|BBG00YM2KVF9|PRF||USA|Wholesale-Industrial Machinery & Equipment|ALTGpA:US||https://www.altaequipment.com||Rental & Leasing Services|ALTGpA||Alta Equipment Group Inc is an integrated equipment dealership platform in the U.S. Its segments are Material Handling and Construction Equipment. The Material Handling segment is engaged in operations related to the sale, service, and rental of lift trucks in Michigan, Illinois, Indiana, New York, Virginia, and throughout the New England states whereas, the Construction Equipment segment is principally engaged in operations related to the sale, service, and rental of construction equipment in Michigan, Indiana, Illinois, Ohio, New York, Florida and throughout the New England States.|||||WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT|Wholesale||||/YWx0YWVxdWlwbWVudC5jb20/images/2025-04-04_logo.png|02128L205||Wholesale Trade|0001759824|818823845.0|18
XNYS|7.0||||4924|Normal|False|USD||10000000.0|us||Utilities|Spire Inc.||2025-11-18T13:30:00.000+0000|700 MARKET STREET, ST LOUIS, MO, 63101|166599992.0|BBG00P4W8GG8|PRF||USA|Natural Gas Distribution|SRpA:US||https://www.spireenergy.com||Utilities - Regulated Gas|SRpA||Spire Inc is a public utility holding company with three reportable business segments: Gas Utility, Gas Marketing and Midstream. The Gas Utility segment includes the regulated operations of Laclede Gas, Alabama Gas Corporation ('Alagasco') changed its name to Spire Alabama Inc. effective September 1, 2017, and Laclede Gas Company changed its name to Spire Missouri Inc. effective August 30, 2017. The Gas Utility segment generates a majority of the company's revenue but is subject to seasonal fluctuations. The Gas Marketing segment includes Laclede Energy Resources, Inc, whose operations include the marketing of natural gas and related activities on a non-regulated basis and the Midstream segment includes transportation and storage of natural gas. Maximum revenue from residential area.|||||NATURAL GAS DISTRIBUTION|Utilities||||/c3BpcmVlbmVyZ3kuY29t/images/2025-04-04_logo.svg|84857L309||Transportation Communications Electric Gas And Sanitary Service|0001126956|4088363804.0|18
XNYS|7.0||||6331|Normal|False|USD|||us||Financial Services|Hartford Financial Services Group Inc.||2025-10-23T12:00:00.000+0000|ONE HARTFORD PLAZA, LAW-HO-1-09, HARTFORD, CT, 06155|1449331560.0|BBG00MFC47S8|PRF|US4165186036|USA|Fire Marine & Casualty Insurance|HIGpG:US||https://www.thehartford.com||Insurance - Diversified|HIGpG||The Hartford Insurance Group Inc. provides property and casualty insurance, group benefits, and mutual funds. The company is widely recognized for its service excellence, sustainability practices, trust, and integrity. The Company currently conducts business principally in five reportable segments including Business Insurance, Personal Insurance, Property & Casualty Other Operations, Employee Benefits, and Hartford Funds, as well as a Corporate category. The company generates a majority of its revenue from Business Insurance.|||||FIRE, MARINE & CASUALTY INSURANCE|Insurance||||/dGhlaGFydGZvcmQuY29t/images/2025-04-04_logo.svg|416518603||Finance Insurance And Real Estate|0000874766|36349235525.0|18
XNYS|7.0||||6211|Normal|True|USD|||us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|9779210335.0|BBG00FVMPG82|PRF|US61762V6065|USA|Security Brokers Dealers & Flotation Companies|MSpK:US||https://www.morganstanley.com||Capital Markets|MSpK||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61762V606||Finance Insurance And Real Estate|0000895421|241253118964.0|18
XNYS|7.0||||6021|Normal|False|USD|||us||Financial Services|U.S. Bancorp.||2025-07-17T13:30:00.000+0000|U.S. BANCORP, 800 NICOLLET MALL, MINNEAPOLIS, MN, 55402-7020|3800122159.0|BBG0152QMGN2|PRF|US9029733048|USA|National Commercial Banks|USBpS:US||https://www.usbank.com||Banks - Regional|USBpS||With assets of around $685 billion, U.S. Bancorp is one of the largest regional banks in the US with its footprint in 26 states. The bank's branch network is mostly in Midwestern and Western markets. U.S. Bancorp has a comprehensive product set, with offerings in retail and commercial banking, credit cards, mortgages, payment services, trust, and wealth services.|||||NATIONAL COMMERCIAL BANKS|Banking||||/dXNiYW5rLmNvbQ/images/2025-04-04_logo.svg|902973668||Finance Insurance And Real Estate|0000036104|74672400424.0|18
XNYS|7.0||||6798|Normal|True|USD||4600000.0|us||Real Estate|American Homes 4 Rent||2025-10-27T10:59:00.000+0000|280 PILOT ROAD, LAS VEGAS, NV, 89119|560010686.0|BBG00H43C7V8|PRF||USA|Real Estate Investment Trusts|AMHpG:US||https://www.amh.com||REIT - Residential|AMHpG||American Homes 4 Rent is a real estate investment trust focused on acquiring, operating, and leasing single-family homes as rental properties throughout the United States. The company's real estate portfolio is largely comprised of single-family properties in urban markets in the Southern and Midwestern regions of the U.S. American Homes 4 Rent's land holdings also represent a sizable percentage of its total assets in terms of value. The company derives the vast majority of its income in the form of rental revenue from single-family properties through short-term or annual leases. The firm's geographical markets include Dallas, Texas; Indianapolis, Indiana; Atlanta, Georgia; and Charlotte, North Carolina in terms of the number of properties in each.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/YW1oLmNvbQ/images/2025-04-04_logo.svg|02665T876||Finance Insurance And Real Estate|0001562401|13273245540.0|18
XNYS|7.0||||6798|Normal|True|USD||2027180.0|us||Real Estate|AG Mortgage Investment Trust Inc||2025-11-03T13:30:00.000+0000|245 PARK AVENUE, 26TH FLOOR, NEW YORK, NY, 10167|10536139.0|BBG003874VP9|PRF|US0012282044|USA|Real Estate Investment Trusts|MITTpA:US||https://www.agmit.com||REIT - Mortgage|MITTpA||AG Mortgage Investment Trust Inc is a real estate investment trust (REIT). It focuses on investing in a diversified risk-adjusted portfolio of residential mortgage-related assets in the U.S. mortgage market. Its objective is to provide attractive risk-adjusted returns to its stockholders over the long term through dividends and capital appreciation. It also focuses on investing in residential mortgage-backed securities (RMBS) issued or guaranteed by a government-sponsored enterprise.|||||REAL ESTATE INVESTMENT TRUSTS|Trading|||||001228204||Finance Insurance And Real Estate|0001514281|247303201.0|18
XNYS|7.0||||6500|Normal|True|USD|||us||Real Estate|Seritage Growth Properties||2025-11-05T12:00:00.000+0000|500 FIFTH AVENUE, SUITE 1530, NEW YORK, NY, 10110|7134952.0|BBG00JFZKMF7|PRF|US81752R3084|USA|Real Estate|SRGpA:US||https://www.seritage.com||REIT - Retail|SRGpA||Seritage Growth Properties is principally engaged in the ownership, development, redevelopment, management, and leasing of diversified and mixed-use properties throughout the United States.|||||REAL ESTATE|Real Estate||||/c2VyaXRhZ2UuY29t/images/2025-04-04_logo.svg|81752R308||Finance Insurance And Real Estate|0001628063|164687288.0|18
XNYS|7.0||||6021|Normal|True|USD|||us||Financial Services|U.S. Bancorp||2025-10-16T10:45:00.000+0000|U.S. BANCORP, 800 NICOLLET MALL, MINNEAPOLIS, MN, 55402-7020|87935134.0|BBG000005SW6|PRF|US9029738666|USA|National Commercial Banks|USBpA:US||https://www.usbank.com||Banks - Regional|USBpA||With assets of around $685 billion, U.S. Bancorp is one of the largest regional banks in the US with its footprint in 26 states. The bank's branch network is mostly in Midwestern and Western markets. U.S. Bancorp has a comprehensive product set, with offerings in retail and commercial banking, credit cards, mortgages, payment services, trust, and wealth services.|||||NATIONAL COMMERCIAL BANKS|Banking||||/dXNiYW5rLmNvbQ/images/2025-04-04_logo.svg|902973866||Finance Insurance And Real Estate|0000036104|73327193472.0|18
XNYS|7.0||||6331|Normal|False|USD|||us||Financial Services|SiriusPoint Ltd||2025-10-29T12:00:00.000+0000|ONE WORLD TRADE CENTER, 285 FULTON STREET, 47TH FLOOR, NEW YORK, NY, 10007|85462697.0|BBG011LRMTB3|PRF|BMG8192H1557|USA|Fire Marine & Casualty Insurance|SPNTpB:US||https://www.siriuspt.com||Insurance - Reinsurance|SPNTpB||SiriusPoint Ltd provides property and casualty reinsurance coverage to insurance and reinsurance companies in the United States, Canada, Bermuda, the United Kingdom, and Europe. The company operates through two operating segments: Reinsurance and Insurance & Services. The company's product portfolio consists of reinsurance contracts for property insurance including both residential and commercial properties, workers' compensation, personal automobile, businesses' general liability insurance, professional liability insurance to protect professional advisors and service providers, agriculture insurance, and mortgage insurance. The majority of the revenue is generated from its Insurance & Services segment.|||||FIRE, MARINE & CASUALTY INSURANCE|Insurance||||/c2lyaXVzcHQuY29t/images/2025-04-04_logo.png|G8192H155||Finance Insurance And Real Estate|0001576018|2155369218.0|18
XNYS|7.0||||6798|Normal|False|USD|||us||Real Estate|Arbor Realty Trust Inc.||2025-10-24T12:00:00.000+0000|333 EARLE OVINGTON BOULEVARD, SUITE 900, UNIONDALE, NY, 11553|128448980.0|BBG0116Z9JS1|PRF|US0389238769|USA|Real Estate Investment Trusts|ABRpD:US||https://www.arbor.com||REIT - Mortgage|ABRpD||Arbor Realty Trust Inc is a specialized real estate finance company. It invests in a diversified portfolio of structured finance assets in the multifamily and commercial real estate markets, consisting of bridge and mezzanine loans, including junior participating interests in first mortgages, preferred, and direct equity. In addition, it may also directly acquire real property and invest in real estate-related notes and certain mortgage-related securities. The company has two business segments, Structured Business and Agency Business. It generates a majority of its revenue from the Structured Business Segment. The company is externally managed and advised by Arbor Commercial Mortgage, LLC.|||||REAL ESTATE INVESTMENT TRUSTS|Trading||||/YXJib3IuY29t/images/2025-04-04_logo.svg|038923876||Finance Insurance And Real Estate|0001253986|3547953450.0|18
XNYS|7.0||||6211|Normal|True|USD||40000000.0|us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|10686609444.0|BBG000009721|PRF||USA|Security Brokers Dealers & Flotation Companies|MSpA:US||https://www.morganstanley.com||Capital Markets|MSpA||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61747S504||Finance Insurance And Real Estate|0000895421|237593129257.0|18
XNYS|7.0||||6211|Normal|True|USD||34000.0|us||Financial Services|Morgan Stanley||2025-10-15T11:30:00.000+0000|1585 BROADWAY, NEW YORK, NY, 10036|9321262726.0|BBG005P0KPR3|PRF||USA|Security Brokers Dealers & Flotation Companies|MSpF:US||https://www.morganstanley.com||Capital Markets|MSpF||Morgan Stanley is a massive global financial services firm, with offices in 42 countries and more than 80,000 employees as of year-end 2024. The firm cut its teeth in investment banking and institutional trading, where it maintains a strong presence today, but generates the lion share of its income from wealth and asset management franchises, where it boasted $7.9 trillion in client assets at the end of its most recent fiscal year. After reincorporation as a bank holding company in the wake of the great financial crisis, Morgan Stanley also boasts a top 10 banking franchise by deposits, with nearly $400 billion in customer deposits, predominately attributable to cash sweeps from its wealth management and brokerage businesses.|||||SECURITY BROKERS, DEALERS & FLOTATION COMPANIES|Trading||||/bW9yZ2Fuc3RhbmxleS5jb20/images/2025-04-04_logo.svg|61763E207||Finance Insurance And Real Estate|0000895421|237319349004.0|18
